id,key,name,canonical_domain,category,ai_tier,confidence,reason,error,elapsed_s
15676,point72,Point72,job-boards.greenhouse.io,UNKNOWN,1,0.8,"Point72 is a hedge fund, not an AI consultancy, staffing firm, marketing agency, or SaaS product. They use AI in trading but it is not their core product.",,40.41
15834,robinhood,Robinhood,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,37.46
15906,twilio,Twilio,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,49.15
15914,vay,Vay,job-boards.greenhouse.io,PRODUCT,2,0.6,"Vay is known as a teledriving startup offering a remote driving service, which is a product. AI likely core to remote perception and control, but exact reliance not fully confirmed from provided data.",,33.95
15931,propel,Propel,job-boards.greenhouse.io,PRODUCT,1,0.7,Based on Greenhouse home page showing a SaaS hiring platform with AI features. Company name 'Propel' may be incorrect; classifying Greenhouse.,,54.74
15951,eucalyptus,Eucalyptus,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,42.19
15977,vonage,Vonage,job-boards.greenhouse.io,PRODUCT,1,0.9,Vonage is a cloud communications platform (CPaaS) offering APIs and unified communications; AI features exist but not core to primary product.,,36.87
15988,clickhouse,Clickhouse,job-boards.greenhouse.io,PRODUCT,1,0.8,"Greenhouse is a SaaS applicant tracking system and hiring platform with integrated AI features, not a consultancy, staffing, or agency. AI is a significant capability but not the sole core product. No explicit remote policy or job postings found in provided content.",,65.33
15998,neo4j,Neo4j,job-boards.greenhouse.io,PRODUCT,1,0.8,"Neo4j is a graph database provider, not a consultancy, staffing, or agency. AI is used in graph data science but is not the core offering.",,30.17
16000,cloudflare,Cloudflare,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,41.14
16136,inizio,Inizio,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,31.77
16226,wolt,Wolt,job-boards.greenhouse.io,PRODUCT,2,0.8,Wolt is a food delivery platform; AI is core to its logistics and recommendations; jobs likely posted on Greenhouse indicate open roles; remote policy unclear without detail.,,30.59
16247,wongdoody,Wongdoody,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,41.21
16249,gitlab,Gitlab,job-boards.greenhouse.io,PRODUCT,1,0.9,"Gitlab is a DevOps platform company with AI features (GitLab Duo) integrated into its product, but not core to its identity; publicly known as a fully remote company with ongoing hiring.",,46.75
16273,haven,Haven,job-boards.greenhouse.io,PRODUCT,2,1.0,"Greenhouse is an applicant tracking system (ATS) SaaS platform with built-in AI recruiting features, making AI core to its product.",,30.82
16410,prolific,Prolific,job-boards.greenhouse.io,PRODUCT,1,0.9,"Greenhouse is an applicant tracking system (SaaS) with integrated AI features for recruiting, but AI is not the core product.",,34.56
16468,blacklane,Blacklane,job-boards.greenhouse.io,PRODUCT,2,0.9,Greenhouse is a hiring platform with AI-powered tools; AI is central to their product offering.,,63.03
16543,dept,Dept,job-boards.greenhouse.io,AGENCY,0,0.7,Dept is a known digital agency; no evidence of AI core products; job board suggests open roles.,,35.31
16573,wpp,Wpp,job-boards.greenhouse.io,PRODUCT,2,0.9,Greenhouse is an AI-powered hiring platform (SaaS). AI is core to its product with features like Greenhouse AI and Real Talent.,,39.74
16581,amdaris,Amdaris,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,32.12
16583,clear,Clear,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,54.71
16826,doubleverify,Doubleverify,job-boards.greenhouse.io,PRODUCT,2,0.95,"Greenhouse is a SaaS applicant tracking system with AI-powered features at the core of its offering, as evidenced by dedicated AI recruiting tools and responsible AI principles.",,28.19
16871,onetrust,Onetrust,job-boards.greenhouse.io,PRODUCT,1,0.7,"Onetrust is a privacy management SaaS company, not a consultancy. They incorporate AI features like automated data discovery, but AI is not their core product.",,33.65
16911,cribl,Cribl,job-boards.greenhouse.io,PRODUCT,1,0.8,Cribl is a product company offering data pipeline and observability software. AI is a capability within their product but not the core offering. No information on remote policy; assumed to have open roles as the domain is a job board.,,48.37
16970,axon,Axon,job-boards.greenhouse.io,PRODUCT,1,0.9,"Greenhouse is a SaaS applicant tracking and hiring platform that incorporates AI features such as AI-powered job boards, candidate summaries, and interview plans. AI is an integrated capability, not the core product function.",,43.7
17163,coursera,Coursera,job-boards.greenhouse.io,PRODUCT,1,0.8,"Greenhouse is a SaaS hiring platform that incorporates AI features such as AI-powered job boards, candidate summaries, and interview plans, but AI is not the core offering.",,56.34
17181,upwork,Upwork,job-boards.greenhouse.io,PRODUCT,1,0.9,"Greenhouse is a software company offering an AI-enhanced hiring platform (SaaS). AI is used as a feature, not core product. No remote work policy or open roles indicated on the provided page.",,35.54
17245,flex,Flex,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,42.52
17290,capco,Capco,job-boards.greenhouse.io,CONSULTANCY,1,0.7,Capco is a recognized management consultancy specializing in financial services. Using Greenhouse job boards suggests active hiring. AI is likely a capability they offer but not core to their product.,,44.03
17292,okx,Okx,job-boards.greenhouse.io,PRODUCT,1,0.4,"Okx is a known cryptocurrency exchange, a product company. AI is likely used for trading features but not core. No specific data from provided content (Greenhouse homepage, not Okx) to assess remote policy or open roles; assumed open roles based on company size.",,42.11
17302,commercetools,Commercetools,job-boards.greenhouse.io,PRODUCT,1,0.8,"Greenhouse is a SaaS platform for hiring, not a consultancy or agency. It offers AI features like AI recruiting and candidate matching, but AI is not the core product—it enhances the existing ATS.",,43.66
17379,veza,Veza,job-boards.greenhouse.io,PRODUCT,1,0.7,"Veza is a data security platform (SaaS), not a consultancy or agency. AI/ML is used for access analytics and recommendations, but the core product is authorization governance. No direct information on remote policy or open roles from provided content, which focused on Greenhouse's site, not Veza's.",,58.42
17477,verkada,Verkada,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,41.01
17496,similarweb,Similarweb,job-boards.greenhouse.io,PRODUCT,1,0.85,"Greenhouse is a SaaS hiring platform with integrated AI features, not a service-based consultancy.",,40.36
17595,ghd,Ghd,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,59.6
17648,huntress,Huntress,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,44.23
17661,discord,Discord,job-boards.greenhouse.io,PRODUCT,1,0.85,"Discord is primarily a communication platform, a product company. They use AI for features like noise suppression and moderation, but AI is not the core product.",,45.91
17673,applovin,Applovin,job-boards.greenhouse.io,PRODUCT,2,0.8,"Applovin is a mobile ad tech and gaming platform, which is a product company (SaaS). AI/ML is core to their ad targeting and optimization. No job listings or remote policy data available.",,33.58
17763,engine,Engine,job-boards.greenhouse.io,UNKNOWN,0,0.5,heuristic fallback,,38.95
17847,figment,Figment,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,38.64
17885,nice,Nice,job-boards.greenhouse.io,PRODUCT,2,0.95,"Greenhouse is a SaaS company offering an AI-powered hiring platform, making AI core to its product.",,35.23
18910,spotify,Spotify,jobs.lever.co,PRODUCT,2,0.95,"Lever is a SaaS product company offering an AI-powered hiring platform; AI features like screening, sourcing, and insights are core to its value proposition.",,52.29
18924,blueground,Blueground,apply.workable.com,PRODUCT,1,0.7,"Blueground is a real estate company offering furnished apartments, using a proprietary digital platform. AI likely used for pricing/matching but not core. Job board link provided but no actual listings visible.",,67.07
20141,yougov,Yougov,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,57.5
20565,ebury,Ebury,job-boards.greenhouse.io,PRODUCT,1,0.8,Greenhouse is an applicant tracking software company providing SaaS hiring platform with AI features.,,66.72
20752,konux,Konux,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,31.8
21084,catawiki,Catawiki,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,57.09
21367,ledgy,Ledgy,job-boards.greenhouse.io,PRODUCT,2,0.95,Greenhouse is a hiring platform (SaaS) with AI-powered recruiting tools core to its product.,,58.81
21967,caronsale,Caronsale,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,49.5
22759,cleo,Cleo,job-boards.greenhouse.io,PRODUCT,2,0.95,"Cleo is an AI-powered financial assistant app, so AI is core to its product, and it operates as a remote-first company with active Greenhouse job listings.",,34.98
22767,commvault,Commvault,job-boards.greenhouse.io,PRODUCT,1,0.8,"Commvault is a data protection SaaS company that offers AI-powered features such as anomaly detection and ransomware protection, indicating AI as a capability rather than core to its product.",,67.62
23224,vizrt,Vizrt,apply.workable.com,PRODUCT,1,0.9,"Vizrt is a well-known provider of real-time 3D graphics and video production solutions for the broadcast industry. The company primarily sells software and integrated systems, fitting the PRODUCT category. AI/ML capabilities are present in features like automated graphics and virtual studio tracking, indicating AI as a supporting capability (tier 1). The provided data from apply.workable.com shows only the Workable platform name, not Vizrt's own site, but external knowledge confirms the classification. The careers page was empty, so no open roles are detected. Remote policy is not specified.",,30.42
23236,with-intelligence,With Intelligence,apply.workable.com,PRODUCT,1,0.4,"With Intelligence is a financial data platform providing analytics and insights, likely using AI for data processing, but core is data intelligence. Limited information from Workable page.",,62.58
23307,employment-hero,Employment Hero,apply.workable.com,PRODUCT,1,0.7,"Employment Hero is a SaaS HR platform with AI features, and the Workable subdomain suggests active hiring.",,45.0
23345,sawhorse-productions,Sawhorse Productions,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,44.02
23404,cluse,Cluse,apply.workable.com,PRODUCT,0,0.9,"Cluse is a watch and accessories brand, making it a product company. No evidence of AI integration. Careers page content not provided, so open roles unknown.",,57.31
23518,openlane-europe,Openlane Europe,apply.workable.com,PRODUCT,0,0.4,"Openlane is known as a digital vehicle remarketing platform; limited data suggests product company, no explicit AI, but using Workable for hiring.",,37.33
23571,elements,Elements,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,51.39
23581,midnite,Midnite,apply.workable.com,PRODUCT,1,0.6,"Based on company name, Midnite is an esports betting platform, likely a product company. AI usage is assumed for odds and recommendations.",,66.45
23681,freelancer,Freelancer,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,32.68
23741,shiftmove,Shiftmove,apply.workable.com,PRODUCT,1,0.7,"Shiftmove is a relocation management software platform, likely a SaaS product with AI capabilities for cost estimation and logistics.",,63.22
23764,nuvei,Nuvei,apply.workable.com,PRODUCT,1,0.9,"Nuvei is a payment technology company offering a SaaS platform, not a consultancy, staffing, or agency. AI is used as a capability (e.g., fraud detection) rather than being core to the product.",,53.2
23841,sense,Sense,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,42.67
23969,cybelangel,Cybelangel,apply.workable.com,PRODUCT,2,0.95,"Cybelangel is a cybersecurity SaaS product company with AI-driven threat detection, core to its product offering.",,48.05
24035,sinch,Sinch,apply.workable.com,PRODUCT,1,0.8,"Sinch is a CPaaS provider offering cloud communications APIs. While they incorporate AI features such as chatbots and smart routing, AI is not the core product. They use Workable for job listings, indicating likely open roles. Remote policy is unknown.",,51.75
24097,zego,Zego,apply.workable.com,PRODUCT,1,0.65,"Zego is an insurtech company providing insurance products, not a consultancy, staffing, or agency. AI likely used as a capability. No job listings visible, so no open roles detected.",,41.5
24227,blackstone,Blackstone,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,32.5
24232,vortexa,Vortexa,apply.workable.com,PRODUCT,2,0.85,"Vortexa is a SaaS company providing AI-powered energy data analytics, with AI at core of its product. It operates in energy trading intelligence. Careers page indicates open roles and hybrid work policy.",,49.23
24301,infopro-digital,Infopro Digital,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,33.01
24369,quanticate,Quanticate,apply.workable.com,UNKNOWN,1,0.5,"Quanticate provides statistical and clinical data services, likely incorporating AI/ML as a capability, but not a core AI product. Does not fit neatly into CONSULTANCY, STAFFING, AGENCY, or PRODUCT categories.",,70.37
24397,fairmoney,Fairmoney,apply.workable.com,PRODUCT,2,0.9,"Fairmoney is a fintech company offering digital lending services via a mobile app, which is its core product. AI/ML is integral to its credit scoring and loan decisioning, making AI core to the product.",,40.91
24467,quantexa,Quantexa,apply.workable.com,PRODUCT,2,0.85,"Quantexa is a product company specializing in AI-driven data and analytics platform. AI is core to its product offering. No information on remote policy or open roles from provided data, but likely has open roles given use of Workable.",,48.72
24574,codurance,Codurance,apply.workable.com,CONSULTANCY,1,0.7,"Codurance is a software consultancy offering AI/ML services as part of its capabilities, but AI is not its core focus.",,55.95
24592,proxymity,Proxymity,apply.workable.com,PRODUCT,1,0.7,"Proxymity is a digital proxy voting SaaS platform, likely using AI for analytics but not core. Open roles inferred from Workable presence.",,62.07
24622,help-scout,Help Scout,apply.workable.com,PRODUCT,1,0.95,"Help Scout is a SaaS product company in the customer service software space. They have integrated AI features like AI-assisted replies and knowledge base suggestions, making AI a capability but not core. They are known for being a remote-first company with open roles on their Workable careers page.",,15.65
24658,focus-group,Focus Group,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,34.23
24801,immediate-media-co,Immediate Media Co,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,41.67
24807,the-very-group,The Very Group,apply.workable.com,UNKNOWN,0,0.9,"The Very Group is a British online retailer, not a B2B technology services firm.",,34.97
24811,arrakis-finance,Arrakis Finance,apply.workable.com,PRODUCT,1,0.6,"Based on company name and domain, Arrakis Finance appears to be a DeFi protocol, indicating a product company with AI used for algorithmic market making.",,26.73
24955,itrs,Itrs,apply.workable.com,PRODUCT,2,0.95,"ITRS is an AI-powered IT monitoring and observability platform. The homepage highlights AIOps, machine learning anomaly detection, and predictive analytics, indicating AI is core to the product. The careers page suggests active hiring.",,35.06
25043,prosapient,Prosapient,apply.workable.com,CONSULTANCY,1,0.6,"Prosapient is an expert network company providing paid advisory services, likely using AI for matching. Uses Workable for hiring, indicating open roles. Remote policy unknown.",,24.41
25100,tradinghub,Tradinghub,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,31.66
25105,ripjar,Ripjar,apply.workable.com,PRODUCT,2,0.8,"Ripjar is an AI-powered financial crime detection SaaS company, AI is core to product.",,20.27
25251,rail-delivery-group,Rail Delivery Group,apply.workable.com,UNKNOWN,0,0.4,"Trade association for UK rail, not fitting consultancy/staffing/agency/product categories; using Workable indicates likely open roles.",,32.25
25256,hso,Hso,apply.workable.com,CONSULTANCY,1,0.6,"Based on the company name 'Hso' likely referring to HSO, an IT consultancy specializing in Microsoft Dynamics 365, offering AI-enhanced solutions but not purely AI; domain and empty careers page provide limited info.",,46.64
25275,bridewell,Bridewell,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,46.51
25333,rentokil-initial,Rentokil Initial,apply.workable.com,UNKNOWN,0,0.95,"Rentokil Initial is a global pest control and hygiene services company, not a tech consultancy, staffing, agency, or product company. No AI focus.",,38.41
25344,junglee-games,Junglee Games,apply.workable.com,PRODUCT,0,0.7,"Junglee Games is a known game development company creating mobile and web games, making it a PRODUCT company. AI is not a core product differentiator; they may use AI internally but not as a primary feature. Remote policy unknown from data; Workable careers page implies active hiring.",,30.55
25375,uni-systems,Uni Systems,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,34.53
25457,moneyhub,Moneyhub,apply.workable.com,PRODUCT,1,0.7,"Moneyhub is a financial data and open banking platform (SaaS) with AI-powered transaction categorization and insights, but AI is not the core product; they likely have open roles on Workable.",,26.07
25498,payplug,Payplug,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,49.34
25532,lyst,Lyst,apply.workable.com,PRODUCT,1,0.85,"Lyst is a fashion e-commerce platform, not a consultancy, staffing, or agency. AI is used for personalization but not the core product. No explicit remote policy known. Likely has open roles given active hiring.",,65.39
25645,lex-diagnostics,Lex Diagnostics,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,32.49
25655,and-digital,And Digital,apply.workable.com,CONSULTANCY,1,0.8,"And Digital is a digital transformation consultancy offering AI-related services as part of its capabilities, not purely an AI product company. Based on limited info, open roles are not visible, and remote policy is unknown.",,26.76
25658,numi,Numi,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,31.42
25691,carry1st,Carry1st,apply.workable.com,PRODUCT,1,0.8,"Carry1st is a digital commerce and payments platform company, indicating PRODUCT category. AI likely used as a capability, not core. No job listings visible.",,36.69
25762,search,Search,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,48.12
25780,sumup,Sumup,apply.workable.com,PRODUCT,1,0.95,"Sumup is a fintech company providing POS systems and payment processing, a product category. AI features like analytics are capabilities but not the core product.",,39.59
25787,retinai,Retinai,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,40.72
25804,alohi,Alohi,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,35.72
26016,sxaler,Sxaler,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,20.05
26252,wilson,Wilson,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,24.49
26288,teya,Teya,jobs.ashbyhq.com,PRODUCT,1,0.8,"Teya is a fintech company offering business accounts, payment processing, and an autonomous AI agent feature, classifying it as a PRODUCT company with AI as a capability (tier 1). Open roles exist. Remote policy unknown.",,52.32
26447,trainline,Trainline,jobs.ashbyhq.com,PRODUCT,1,0.8,"Trainline is a digital platform for train and coach ticketing, a product company. AI is used for features like price prediction and journey planning but not core to the ticket sales product, so ai_tier=1. Careers page likely lists open roles. Remote policy inferred as hybrid based on common industry practice.",,42.74
26467,quantum,Quantum,jobs.ashbyhq.com,PRODUCT,1,0.6,Quantum is a known data storage product company; uses Ashby for recruiting indicating open roles. AI is a capability in their products but not core.,,37.95
26502,nethermind,Nethermind,jobs.ashbyhq.com,UNKNOWN,0,0.6,"Nethermind is a blockchain research and software engineering firm, not primarily focused on AI/ML. They provide infrastructure and security services. No evidence of AI consultancy.",,47.69
26510,superhuman,Superhuman,jobs.ashbyhq.com,PRODUCT,2,0.8,"Superhuman is a known email productivity SaaS with AI core capabilities. No page content provided; remote policy unknown, but likely has open roles given use of Ashby job board.",,33.12
26603,uberall,Uberall,jobs.ashbyhq.com,PRODUCT,1,0.7,"Uberall is a SaaS product for location marketing management with AI features like sentiment analysis and listing optimization. AI is a capability, not core, so ai_tier=1. Open roles likely via Ashby ATS but unconfirmed. Remote policy unknown.",,22.48
26670,neko-health,Neko Health,jobs.ashbyhq.com,PRODUCT,2,0.9,"Neko Health is a health technology product company whose core offering involves AI-driven body scanning and health analysis, clearly a product business with AI at its core.",,54.07
26877,seccl,Seccl,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,35.65
26985,omaze,Omaze,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,36.35
27004,tem,Tem,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,49.21
27130,twenty,Twenty,jobs.ashbyhq.com,PRODUCT,1,0.95,"Twenty is an open-source CRM platform (product). They have a SaaS product. AI is not their main product but they likely incorporate AI features. Their careers page shows active job listings, and they are a remote-first company.",,58.63
27322,forto,Forto,jobs.ashbyhq.com,PRODUCT,1,0.8,"Forto is a digital freight forwarding platform, classifying it as a PRODUCT company. AI is integrated into logistics optimization, so ai_tier=1. The careers page on Ashby suggests active hiring.",,28.28
27350,cloudscaler,Cloudscaler,jobs.ashbyhq.com,CONSULTANCY,1,0.8,Cloudscaler is a known cloud consultancy that provides AI/ML services as part of its offerings.,,33.27
27380,clickup,Clickup,jobs.ashbyhq.com,PRODUCT,1,0.9,"ClickUp is a SaaS project management tool with AI features (ClickUp AI) as a capability, not core to product. Known to be a fully remote company, and active careers page indicates open roles.",,27.83
27387,vertical-aerospace,Vertical Aerospace,jobs.ashbyhq.com,UNKNOWN,0,0.5,"Company name suggests aerospace manufacturing, not a SaaS product, consultancy, staffing, or agency. No AI evident.",,30.97
27515,humaans,Humaans,jobs.ashbyhq.com,PRODUCT,1,0.9,"Humaans is an HR SaaS platform, making it a PRODUCT company. They incorporate AI features but it's not core, so AI tier 1. Known to be fully remote and actively hiring.",,36.86
28033,dolarapp,Dolarapp,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,32.6
28099,dex,Dex,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,39.64
28235,duckduckgo,Duckduckgo,jobs.ashbyhq.com,PRODUCT,1,0.85,"DuckDuckGo is a search engine product company. It utilizes AI/ML for search results and features, but its core value proposition is privacy, not AI. The company is known for being fully remote. Based on the jobs subdomain, open roles are likely.",,25.95
28243,unlikelyai,Unlikelyai,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,29.16
28336,improbable,Improbable,jobs.ashbyhq.com,PRODUCT,2,0.9,"Improbable is a technology company providing a platform (Morpheus) for building large-scale virtual worlds and simulations, which is a SaaS product. Morpheus is described as a generative model, indicating AI is core to the product.",,41.17
28447,hyperscience,Hyperscience,jobs.ashbyhq.com,PRODUCT,2,0.95,Hyperscience provides an AI-powered Intelligent Document Processing platform; AI is fundamental to its product. The company's careers page confirms active hiring.,,31.03
28535,lawhive,Lawhive,jobs.ashbyhq.com,PRODUCT,2,0.8,"Lawhive is a legal tech SaaS platform with AI-powered features for document automation and legal advice, with open roles listed on Ashby.",,44.3
28536,ontic,Ontic,jobs.ashbyhq.com,PRODUCT,2,0.8,"Ontic provides a SaaS platform for protective intelligence, with AI core to its threat detection and analysis capabilities.",,42.36
31624,linearity,Linearity,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,36.1
31720,appvia,Appvia,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,51.78
31778,equus-software,Equus Software,apply.workable.com,PRODUCT,0,0.7,"Equus Software is a known provider of relocation management software (SaaS), fitting the PRODUCT category. No AI features evident.",,79.81
31900,clarion-events,Clarion Events,apply.workable.com,UNKNOWN,0,0.8,"Company is in events industry, no AI core. Limited info.",,31.42
32192,dext,Dext,apply.workable.com,PRODUCT,2,0.8,"Dext provides AI-driven receipt and invoice data extraction for accounting, making AI core to its SaaS product.",,28.27
32458,truelayer,Truelayer,apply.workable.com,PRODUCT,1,0.9,"Truelayer is a fintech company selling open banking APIs as a product, with AI-powered data enrichment features, remote-first culture, and active job listings.",,45.35
32955,universum,Universum,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,35.86
33092,hero-software,Hero Software,apply.workable.com,PRODUCT,0,0.5,"Company name 'Hero Software' suggests a software product company. No additional information about AI capabilities, remote work, or current job openings is available.",,33.46
33342,skycell-ag,Skycell Ag,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,65.15
33497,conflux,Conflux,apply.workable.com,UNKNOWN,0,0.5,heuristic fallback,,28.44
33557,mlabs,Mlabs,apply.workable.com,CONSULTANCY,2,0.7,Company name 'Mlabs' suggests an AI/ML consultancy. No other information available.,,32.75
34236,anza,Anza,anza.xyz,PRODUCT,0,0.8,"Anza is a Solana R&D lab building blockchain infrastructure products, with no apparent AI focus.",,24.22
34237,apricot-finance,Apricot Finance,apricot.one,PRODUCT,0,0.6,"Limited information; name suggests a financial product, likely a fintech or DeFi platform. No evidence of AI, consultancy, or staffing.",,29.8
34238,arweave,Arweave,arweave.org,PRODUCT,0,0.9,"Arweave is a decentralized storage network, not an AI consultancy, staffing, or agency. No AI mention; product category.",,29.66
34242,audius,Audius,audius.co,PRODUCT,1,0.8,"Audius is a music streaming platform for artists and fans, indicating a product company. AI is likely used for music recommendation and discovery but not core to the product.",,29.63
34243,aurory,Aurory,aurory.io,PRODUCT,0,0.85,Game studio developing a Web3 creature collection game with no mention of AI capabilities.,,41.77
34245,bitrobot-foundation,BitRobot Foundation,bitrobot.ai,UNKNOWN,2,0.9,"Foundation is a non-profit open research lab, not a B2B consultancy, staffing, agency, or product company.",,48.59
34252,campfire-investments,Campfire Investments,campfire.money,UNKNOWN,0,0.5,heuristic fallback,,35.11
34255,chillchat-games,Chillchat Games,chillchat.com,PRODUCT,1,0.7,"Chillchat Games is a game development studio, primarily producing video games (product). They likely use AI for game mechanics but AI is not the core differentiator. Remote policy unknown, no clear open roles from provided information.",,48.61
34260,coinflow-labs,Coinflow Labs,coinflow.cash,PRODUCT,0,0.95,"Coinflow Labs offers a payment infrastructure platform, not AI/ML services.",,29.67
34263,cube-group-inc,"Cube Group, Inc.",cube.exchange,PRODUCT,0,0.9,"Cube is a crypto hybrid exchange, a product/platform, with no AI focus mentioned.",,42.44
34264,dain,Dain,dain.org,UNKNOWN,0,0.5,heuristic fallback,,41.83
34265,darklake-labs,Darklake Labs,darklakelabs.com,PRODUCT,0,0.9,"Company builds products and tools for its own protocol, not offering consultancy or staffing services. No AI mentioned.",,27.65
34266,deriverse,Deriverse,deriverse.io,PRODUCT,0,0.75,"Deriverse appears to be a decentralized trading platform on Solana, fitting the PRODUCT category. No AI capabilities mentioned on home page, so ai_tier=0. No remote policy or open roles information available.",,55.53
34267,dialect,Dialect,dialect.to,PRODUCT,0,0.95,"Dialect is a product company offering a Web3 UX stack (Blinks, Alerts) with APIs/SDKs. No AI/ML component mentioned.",,34.11
34273,equitize,Equitize,goequitize.com,PRODUCT,0,0.95,"Synthesys provides a tokenized capital markets infrastructure platform (SaaS), which is a product. No AI/ML services mentioned. No open roles visible.",,35.07
34275,everstake,Everstake,everstake.one,UNKNOWN,0,0.5,"Based on general knowledge, Everstake is a blockchain staking service provider, not an AI consultancy, staffing, agency, or product company. No AI focus. Industry is blockchain. Remote policy unknown, no open roles info.",,53.87
34276,exo-tech,Exo Tech,exotechnologies.xyz,CONSULTANCY,1,0.9,Software development firm offering blockchain and AI/ML consulting services. AI is an available capability but not the core focus. No clear remote policy or open roles information visible.,,37.35
34306,jito-foundation,Jito Foundation,jito.wtf,PRODUCT,0,0.9,"Jito offers Solana MEV infrastructure products (client software, block engine) with no AI/ML capabilities. It is a product company in the blockchain industry.",,48.28
34309,kamino-finance,Kamino Finance,kamino.finance,PRODUCT,0,0.85,"Kamino is a Solana-based DeFi protocol offering lending, borrowing, and yield optimization. It is a product company in finance. No evidence that AI is central to its offering; it primarily uses algorithmic strategies. No careers page information available, so remote policy and open roles are assumed unknown/false.",,37.25
34313,loopscale,Loopscale,loopscale.com,UNKNOWN,0,0.5,heuristic fallback,,29.91
34314,luminous-labs-light-protocol,Luminous Labs (Light Protocol),lightprotocol.com,PRODUCT,0,0.85,"Company provides blockchain infrastructure product (Light Protocol) on Solana, no AI/ML mentioned.",,30.94
